dataset,pipeline,architecture,condition,n_seeds,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,cohen_kappa_mean,cohen_kappa_std,mcc_mean,mcc_std,ece_mean,ece_std,log_loss_mean,log_loss_std,mean_confidence_mean,mean_confidence_std,std_confidence_mean,std_confidence_std,mean_entropy_mean,mean_entropy_std,std_entropy_mean,std_entropy_std
home_occupation_data,rolling_variance,Conv1D,FS20perclass,1,0.9833,0.0,0.9833,0.0,0.9832,0.0,0.9832,0.0,0.9837,0.0,0.9833,0.0,0.9837,0.0,0.9833,0.0,0.9749,0.0,0.9752,0.0,0.0098,0.0,0.0566,0.0,0.9892,0.0,0.0495,0.0,0.0314,0.0,0.1115,0.0
home_occupation_data,rolling_variance,Conv1D,noBN,1,0.9145,0.0,0.9145,0.0,0.9125,0.0,0.9125,0.0,0.9291,0.0,0.9145,0.0,0.9291,0.0,0.9145,0.0,0.8717,0.0,0.8805,0.0,0.0568,0.0,0.2828,0.0,0.9699,0.0,0.088,0.0,0.0768,0.0,0.1896,0.0
home_occupation_data,rolling_variance,MLP,BN,1,0.978,0.0,0.978,0.0,0.9779,0.0,0.9779,0.0,0.978,0.0,0.978,0.0,0.978,0.0,0.978,0.0,0.9669,0.0,0.9671,0.0,0.0157,0.0,0.1319,0.0,0.9874,0.0,0.0576,0.0,0.0347,0.0,0.1254,0.0
home_occupation_data,rolling_variance,MLP,BN+Whiten,1,0.8477,0.0,0.8477,0.0,0.8383,0.0,0.8383,0.0,0.8863,0.0,0.8477,0.0,0.8863,0.0,0.8477,0.0,0.7715,0.0,0.7959,0.0,0.099,0.0,0.4436,0.0,0.9467,0.0,0.1234,0.0,0.1314,0.0,0.2681,0.0
home_occupation_data,rolling_variance,MLP,CORAL,1,0.9593,0.0,0.9593,0.0,0.959,0.0,0.959,0.0,0.9613,0.0,0.9593,0.0,0.9613,0.0,0.9593,0.0,0.9389,0.0,0.9401,0.0,0.0226,0.0,0.1629,0.0,0.9788,0.0,0.0693,0.0,0.0555,0.0,0.1429,0.0
home_occupation_data,rolling_variance,MLP,FS20perclass,1,0.9786,0.0,0.9786,0.0,0.9786,0.0,0.9786,0.0,0.979,0.0,0.9786,0.0,0.979,0.0,0.9786,0.0,0.9679,0.0,0.9681,0.0,0.0191,0.0,0.1979,0.0,0.9963,0.0,0.0307,0.0,0.0097,0.0,0.0603,0.0
home_occupation_data,rolling_variance,MLP,noBN,1,0.9466,0.0,0.9466,0.0,0.9462,0.0,0.9462,0.0,0.9503,0.0,0.9466,0.0,0.9503,0.0,0.9466,0.0,0.9198,0.0,0.922,0.0,0.0379,0.0,0.2645,0.0,0.9844,0.0,0.0638,0.0,0.0394,0.0,0.1388,0.0
home_occupation_data,rolling_variance,ResMLP,BN,1,0.8737,0.0,0.8737,0.0,0.8703,0.0,0.8703,0.0,0.8973,0.0,0.8737,0.0,0.8973,0.0,0.8737,0.0,0.8106,0.0,0.8251,0.0,0.0786,0.0,0.3698,0.0,0.9475,0.0,0.1062,0.0,0.1448,0.0,0.2253,0.0
home_occupation_data,rolling_variance,ResMLP,BN+Whiten,1,0.8644,0.0,0.8644,0.0,0.8606,0.0,0.8606,0.0,0.8834,0.0,0.8644,0.0,0.8834,0.0,0.8644,0.0,0.7966,0.0,0.8095,0.0,0.0871,0.0,0.4124,0.0,0.9515,0.0,0.106,0.0,0.1239,0.0,0.2118,0.0
home_occupation_data,rolling_variance,ResMLP,CORAL,1,0.976,0.0,0.976,0.0,0.9758,0.0,0.9758,0.0,0.9761,0.0,0.976,0.0,0.9761,0.0,0.976,0.0,0.9639,0.0,0.9641,0.0,0.0142,0.0,0.1312,0.0,0.9717,0.0,0.0768,0.0,0.0874,0.0,0.1741,0.0
home_occupation_data,rolling_variance,ResMLP,FS20perclass,1,0.9746,0.0,0.9746,0.0,0.9746,0.0,0.9746,0.0,0.9746,0.0,0.9746,0.0,0.9746,0.0,0.9746,0.0,0.9619,0.0,0.962,0.0,0.0201,0.0,0.1872,0.0,0.9947,0.0,0.0399,0.0,0.0127,0.0,0.0775,0.0
home_occupation_data,rolling_variance,ResMLP,noBN,1,0.9593,0.0,0.9593,0.0,0.959,0.0,0.959,0.0,0.9599,0.0,0.9593,0.0,0.9599,0.0,0.9593,0.0,0.9389,0.0,0.9395,0.0,0.0351,0.0,0.3756,0.0,0.9943,0.0,0.0416,0.0,0.0156,0.0,0.0945,0.0
office_har_data,rolling_variance,CNN_LSTM,BN,1,0.7607,0.0,0.6987,0.0,0.7168,0.0,0.649,0.0,0.7067,0.0,0.7607,0.0,0.6314,0.0,0.6987,0.0,0.6737,0.0,0.699,0.0,0.2298,0.0,2.8777,0.0,0.9905,0.0,0.0468,0.0,0.0266,0.0,0.1032,0.0
office_har_data,rolling_variance,CNN_LSTM,BN+Whiten,1,0.5894,0.0,0.5248,0.0,0.5148,0.0,0.4617,0.0,0.5905,0.0,0.5894,0.0,0.5445,0.0,0.5248,0.0,0.4288,0.0,0.4639,0.0,0.3925,0.0,4.318,0.0,0.9775,0.0,0.0728,0.0,0.0612,0.0,0.1651,0.0
office_har_data,rolling_variance,CNN_LSTM,CORAL,1,0.7758,0.0,0.7121,0.0,0.734,0.0,0.6662,0.0,0.7254,0.0,0.7758,0.0,0.6541,0.0,0.7121,0.0,0.694,0.0,0.7176,0.0,0.2116,0.0,2.7664,0.0,0.9855,0.0,0.0622,0.0,0.035,0.0,0.1231,0.0
office_har_data,rolling_variance,CNN_LSTM,FS20perclass,1,0.8589,0.0,0.8311,0.0,0.8543,0.0,0.8273,0.0,0.8661,0.0,0.8589,0.0,0.8409,0.0,0.8311,0.0,0.8091,0.0,0.8153,0.0,0.1195,0.0,1.9705,0.0,0.9784,0.0,0.078,0.0,0.0493,0.0,0.1488,0.0
office_har_data,rolling_variance,CNN_LSTM,noBN,1,0.9118,0.0,0.9201,0.0,0.9148,0.0,0.9083,0.0,0.9277,0.0,0.9118,0.0,0.909,0.0,0.9201,0.0,0.8818,0.0,0.8852,0.0,0.0747,0.0,0.7736,0.0,0.9866,0.0,0.0604,0.0,0.0372,0.0,0.1255,0.0
office_har_data,rolling_variance,Conv1D,BN,1,0.8161,0.0,0.7684,0.0,0.799,0.0,0.7525,0.0,0.8173,0.0,0.8161,0.0,0.7766,0.0,0.7684,0.0,0.75,0.0,0.7649,0.0,0.1656,0.0,1.4532,0.0,0.9732,0.0,0.0807,0.0,0.0683,0.0,0.1666,0.0
office_har_data,rolling_variance,Conv1D,BN+Whiten,1,0.7531,0.0,0.6906,0.0,0.712,0.0,0.6441,0.0,0.7076,0.0,0.7531,0.0,0.6329,0.0,0.6906,0.0,0.6631,0.0,0.6919,0.0,0.2299,0.0,2.6067,0.0,0.979,0.0,0.0757,0.0,0.0543,0.0,0.1647,0.0
office_har_data,rolling_variance,Conv1D,CORAL,1,0.7531,0.0,0.7337,0.0,0.7578,0.0,0.7366,0.0,0.819,0.0,0.7531,0.0,0.7952,0.0,0.7337,0.0,0.6669,0.0,0.6909,0.0,0.1406,0.0,1.2771,0.0,0.888,0.0,0.1766,0.0,0.275,0.0,0.3874,0.0
office_har_data,rolling_variance,Conv1D,FS20perclass,1,0.9018,0.0,0.909,0.0,0.9063,0.0,0.8966,0.0,0.9236,0.0,0.9018,0.0,0.9001,0.0,0.909,0.0,0.8686,0.0,0.8731,0.0,0.0751,0.0,1.1177,0.0,0.968,0.0,0.0921,0.0,0.0822,0.0,0.1853,0.0
office_har_data,rolling_variance,Conv1D,noBN,1,0.9244,0.0,0.9326,0.0,0.9256,0.0,0.9208,0.0,0.9342,0.0,0.9244,0.0,0.9173,0.0,0.9326,0.0,0.8987,0.0,0.9012,0.0,0.0596,0.0,0.7332,0.0,0.9823,0.0,0.0657,0.0,0.0485,0.0,0.1269,0.0
office_har_data,rolling_variance,MLP,BN,1,0.8086,0.0,0.7793,0.0,0.8013,0.0,0.774,0.0,0.8142,0.0,0.8086,0.0,0.791,0.0,0.7793,0.0,0.7405,0.0,0.7478,0.0,0.1444,0.0,1.1912,0.0,0.9479,0.0,0.1102,0.0,0.1251,0.0,0.2128,0.0
office_har_data,rolling_variance,MLP,BN+Whiten,1,0.738,0.0,0.6768,0.0,0.6991,0.0,0.6375,0.0,0.6859,0.0,0.738,0.0,0.6266,0.0,0.6768,0.0,0.6415,0.0,0.6583,0.0,0.2397,0.0,2.0835,0.0,0.9713,0.0,0.0817,0.0,0.0782,0.0,0.1666,0.0
office_har_data,rolling_variance,MLP,CORAL,1,0.8665,0.0,0.8559,0.0,0.8654,0.0,0.8521,0.0,0.8716,0.0,0.8665,0.0,0.8549,0.0,0.8559,0.0,0.8199,0.0,0.8225,0.0,0.1007,0.0,1.2078,0.0,0.9573,0.0,0.1058,0.0,0.0973,0.0,0.2024,0.0
office_har_data,rolling_variance,MLP,FS20perclass,1,0.8438,0.0,0.8531,0.0,0.8473,0.0,0.8398,0.0,0.8682,0.0,0.8438,0.0,0.8484,0.0,0.8531,0.0,0.791,0.0,0.7968,0.0,0.1153,0.0,1.344,0.0,0.9469,0.0,0.1198,0.0,0.1261,0.0,0.2462,0.0
office_har_data,rolling_variance,MLP,noBN,1,0.8766,0.0,0.8873,0.0,0.8769,0.0,0.8734,0.0,0.8891,0.0,0.8766,0.0,0.8732,0.0,0.8873,0.0,0.8346,0.0,0.8383,0.0,0.0964,0.0,0.9077,0.0,0.9726,0.0,0.0782,0.0,0.0789,0.0,0.1641,0.0
office_har_data,rolling_variance,ResMLP,BN,1,0.9018,0.0,0.9072,0.0,0.9018,0.0,0.8991,0.0,0.9053,0.0,0.9018,0.0,0.8947,0.0,0.9072,0.0,0.8679,0.0,0.869,0.0,0.0924,0.0,1.6934,0.0,0.983,0.0,0.0591,0.0,0.0495,0.0,0.1351,0.0
office_har_data,rolling_variance,ResMLP,BN+Whiten,1,0.7431,0.0,0.6801,0.0,0.6998,0.0,0.6338,0.0,0.6808,0.0,0.7431,0.0,0.6112,0.0,0.6801,0.0,0.6487,0.0,0.6693,0.0,0.2407,0.0,3.1842,0.0,0.9838,0.0,0.0521,0.0,0.051,0.0,0.1161,0.0
office_har_data,rolling_variance,ResMLP,CORAL,1,0.7128,0.0,0.6534,0.0,0.6742,0.0,0.6174,0.0,0.6694,0.0,0.7128,0.0,0.6195,0.0,0.6534,0.0,0.6061,0.0,0.6238,0.0,0.2513,0.0,1.5771,0.0,0.9565,0.0,0.0959,0.0,0.1137,0.0,0.1987,0.0
office_har_data,rolling_variance,ResMLP,FS20perclass,1,0.8992,0.0,0.9081,0.0,0.8995,0.0,0.8988,0.0,0.9038,0.0,0.8992,0.0,0.8943,0.0,0.9081,0.0,0.8645,0.0,0.8658,0.0,0.0862,0.0,1.8814,0.0,0.9821,0.0,0.0648,0.0,0.0478,0.0,0.1333,0.0
office_har_data,rolling_variance,ResMLP,noBN,1,0.8539,0.0,0.8626,0.0,0.855,0.0,0.8569,0.0,0.8657,0.0,0.8539,0.0,0.8624,0.0,0.8626,0.0,0.8029,0.0,0.8055,0.0,0.1269,0.0,1.3828,0.0,0.9759,0.0,0.0787,0.0,0.0622,0.0,0.1636,0.0
office_localization_data,rolling_variance,CNN_LSTM,BN,1,0.8566,0.0,0.8741,0.0,0.8523,0.0,0.8285,0.0,0.9053,0.0,0.8566,0.0,0.8511,0.0,0.8741,0.0,0.8079,0.0,0.8246,0.0,0.1343,0.0,1.533,0.0,0.9903,0.0,0.0487,0.0,0.0248,0.0,0.0994,0.0
office_localization_data,rolling_variance,CNN_LSTM,BN+Whiten,1,0.6846,0.0,0.7304,0.0,0.653,0.0,0.6271,0.0,0.8546,0.0,0.6846,0.0,0.7758,0.0,0.7304,0.0,0.5932,0.0,0.6555,0.0,0.2824,0.0,4.3393,0.0,0.9621,0.0,0.0989,0.0,0.0984,0.0,0.2118,0.0
office_localization_data,rolling_variance,CNN_LSTM,CORAL,1,0.8543,0.0,0.8748,0.0,0.849,0.0,0.8253,0.0,0.9106,0.0,0.8543,0.0,0.8544,0.0,0.8748,0.0,0.8051,0.0,0.8242,0.0,0.1343,0.0,1.8462,0.0,0.988,0.0,0.0574,0.0,0.0287,0.0,0.112,0.0
office_localization_data,rolling_variance,CNN_LSTM,FS20perclass,1,0.9368,0.0,0.9364,0.0,0.936,0.0,0.9257,0.0,0.9412,0.0,0.9368,0.0,0.9214,0.0,0.9364,0.0,0.9137,0.0,0.9156,0.0,0.0532,0.0,0.6581,0.0,0.9898,0.0,0.051,0.0,0.0258,0.0,0.1083,0.0
office_localization_data,rolling_variance,CNN_LSTM,noBN,1,0.9497,0.0,0.9522,0.0,0.949,0.0,0.9429,0.0,0.9534,0.0,0.9497,0.0,0.939,0.0,0.9522,0.0,0.9312,0.0,0.9329,0.0,0.0402,0.0,0.4077,0.0,0.9893,0.0,0.0525,0.0,0.0277,0.0,0.1045,0.0
office_localization_data,rolling_variance,Conv1D,BN,1,0.7022,0.0,0.6921,0.0,0.645,0.0,0.6479,0.0,0.8221,0.0,0.7022,0.0,0.8044,0.0,0.6921,0.0,0.5902,0.0,0.6527,0.0,0.2399,0.0,2.2979,0.0,0.9421,0.0,0.1223,0.0,0.1326,0.0,0.2392,0.0
office_localization_data,rolling_variance,Conv1D,BN+Whiten,1,0.8847,0.0,0.9008,0.0,0.8829,0.0,0.8626,0.0,0.9201,0.0,0.8847,0.0,0.8726,0.0,0.9008,0.0,0.8448,0.0,0.8563,0.0,0.0877,0.0,0.6384,0.0,0.9711,0.0,0.0868,0.0,0.0701,0.0,0.1774,0.0
office_localization_data,rolling_variance,Conv1D,CORAL,1,0.9111,0.0,0.9213,0.0,0.908,0.0,0.897,0.0,0.9257,0.0,0.9111,0.0,0.8962,0.0,0.9213,0.0,0.8792,0.0,0.8853,0.0,0.0555,0.0,0.3497,0.0,0.9635,0.0,0.0972,0.0,0.0904,0.0,0.1962,0.0
office_localization_data,rolling_variance,Conv1D,FS20perclass,1,0.9438,0.0,0.9239,0.0,0.9428,0.0,0.9322,0.0,0.944,0.0,0.9438,0.0,0.9441,0.0,0.9239,0.0,0.9226,0.0,0.9232,0.0,0.0351,0.0,0.2039,0.0,0.9789,0.0,0.0785,0.0,0.0562,0.0,0.1775,0.0
office_localization_data,rolling_variance,Conv1D,noBN,1,0.9497,0.0,0.946,0.0,0.949,0.0,0.9433,0.0,0.9512,0.0,0.9497,0.0,0.9431,0.0,0.946,0.0,0.931,0.0,0.9321,0.0,0.0382,0.0,0.2994,0.0,0.9829,0.0,0.0576,0.0,0.0492,0.0,0.1252,0.0
office_localization_data,rolling_variance,MLP,BN,1,0.9111,0.0,0.9041,0.0,0.9091,0.0,0.896,0.0,0.9125,0.0,0.9111,0.0,0.893,0.0,0.9041,0.0,0.8783,0.0,0.8801,0.0,0.059,0.0,0.5482,0.0,0.97,0.0,0.0859,0.0,0.0732,0.0,0.1718,0.0
office_localization_data,rolling_variance,MLP,BN+Whiten,1,0.9011,0.0,0.8682,0.0,0.898,0.0,0.8771,0.0,0.899,0.0,0.9011,0.0,0.8927,0.0,0.8682,0.0,0.8635,0.0,0.8645,0.0,0.0555,0.0,0.5389,0.0,0.9565,0.0,0.0999,0.0,0.1087,0.0,0.2021,0.0
office_localization_data,rolling_variance,MLP,CORAL,1,0.8783,0.0,0.8227,0.0,0.8721,0.0,0.8328,0.0,0.8742,0.0,0.8783,0.0,0.8584,0.0,0.8227,0.0,0.8313,0.0,0.8329,0.0,0.0885,0.0,0.6657,0.0,0.9668,0.0,0.091,0.0,0.0843,0.0,0.1842,0.0
office_localization_data,rolling_variance,MLP,FS20perclass,1,0.9187,0.0,0.8887,0.0,0.9168,0.0,0.8994,0.0,0.9185,0.0,0.9187,0.0,0.9163,0.0,0.8887,0.0,0.8877,0.0,0.8884,0.0,0.0671,0.0,0.5988,0.0,0.9858,0.0,0.0613,0.0,0.0351,0.0,0.1191,0.0
office_localization_data,rolling_variance,MLP,noBN,1,0.9233,0.0,0.9215,0.0,0.9228,0.0,0.9142,0.0,0.9259,0.0,0.9233,0.0,0.9107,0.0,0.9215,0.0,0.8951,0.0,0.8964,0.0,0.0588,0.0,1.1134,0.0,0.9821,0.0,0.066,0.0,0.0471,0.0,0.1326,0.0
office_localization_data,rolling_variance,ResMLP,BN,1,0.9128,0.0,0.9036,0.0,0.9113,0.0,0.8954,0.0,0.9145,0.0,0.9128,0.0,0.892,0.0,0.9036,0.0,0.8808,0.0,0.8824,0.0,0.0608,0.0,0.4899,0.0,0.9736,0.0,0.0816,0.0,0.0681,0.0,0.1611,0.0
office_localization_data,rolling_variance,ResMLP,BN+Whiten,1,0.8303,0.0,0.7803,0.0,0.8203,0.0,0.7866,0.0,0.8271,0.0,0.8303,0.0,0.8152,0.0,0.7803,0.0,0.7648,0.0,0.7702,0.0,0.1192,0.0,1.1989,0.0,0.9488,0.0,0.1143,0.0,0.1255,0.0,0.2359,0.0
office_localization_data,rolling_variance,ResMLP,CORAL,1,0.8672,0.0,0.8673,0.0,0.8675,0.0,0.8465,0.0,0.8791,0.0,0.8672,0.0,0.8415,0.0,0.8673,0.0,0.8198,0.0,0.8233,0.0,0.1373,0.0,0.9738,0.0,0.7791,0.0,0.178,0.0,0.597,0.0,0.3581,0.0
